Date,Symbol,Open,High,Low,Close,Percent Change,Volume
2021-07-29,NEPSE,3103.53,3107.91,3076.39,3079.82,-0.56 %,"10,905,830,064.17"
2021-07-28,NEPSE,3088.45,3113.59,3075.93,3094.95,0.18 %,"13,291,954,535.44"
2021-07-27,NEPSE,3030.5073,3085.8054,2999.2,3076.3728,0.89 %,"349,011,988.50"
2021-07-26,NEPSE,3072.93,3076.13,3041.81,3050.43,-0.36 %,"14,139,785,431.16"
2021-07-25,NEPSE,3017.56,3058.85,3017.51,3058.64,1.81 %,"14,232,417,472.15"
2021-07-22,NEPSE,2990.9,3018.76,2987.29,3004.33,0.63 %,"11,114,121,615.71"
2021-07-19,NEPSE,3003.47,3032.84,2981.92,2994.42,0.33 %,"11,813,754,606.60"
2021-07-18,NEPSE,2892.47,2980.61,2892.31,2980.61,3.26 %,"11,638,126,492.62"
2021-07-15,NEPSE,2885.4,2890.34,2876.85,2883.38,0.24 %,"8,143,614,302.19"
2021-07-14,NEPSE,2882.07,2883.25,2857.63,2872.05,0.04 %,"5,654,576,205.11"
2021-07-13,NEPSE,2867.16,2884.75,2846.78,2871.03,0.57 %,"5,546,356,224.10"
2021-07-12,NEPSE,2915.58,2930.41,2842.3,2854.84,-1.55 %,"9,980,026,526.96"
2021-07-11,NEPSE,2845.43,2900.18,2845.15,2899.82,2.58 %,"8,061,382,496.39"
2021-07-08,NEPSE,2815.29,2832.73,2793.23,2825.11,0.86 %,"4,815,520,294.15"
2021-07-07,NEPSE,2815.49,2826.41,2793.9,2801.13,-0.60 %,"4,585,861,976.21"
2021-07-06,NEPSE,2829.98,2835.31,2812.96,2818.11,-0.19 %,"4,224,018,255.09"
2021-07-05,NEPSE,2845.5051,2847.4319,2814.3337,2822.74,-0.42 %,"4,582,212,578.61"
2021-07-04,NEPSE,2852.24,2857.83,2831.95,2834.52,-0.30 %,"5,053,538,256.95"
2021-07-01,NEPSE,2833.5571,2867.2519,2831.1066,2843.0,0.68 %,"6,707,775,484.14"
