Date,Symbol,Open,High,Low,Close,Percent Change,Volume
2023-09-27,NEPSE,2023.52,2027.19,1993.46,2004.3,-0.91 %,"1,814,359,022.20"
2023-09-26,NEPSE,2006.64,2030.51,2005.42,2022.91,0.92 %,"2,093,809,518.54"
2023-09-25,NEPSE,2012.21,2015.56,1999.62,2004.45,-0.29 %,"1,565,573,471.78"
2023-09-24,NEPSE,2029.42,2037.02,2003.83,2010.35,-0.95 %,"2,326,895,206.99"
2023-09-21,NEPSE,1988.71,2040.28,1988.67,2029.78,2.23 %,"3,293,921,368.32"
2023-09-19,NEPSE,1970.42,1986.72,1960.62,1985.43,0.82 %,"1,176,680,757.50"
2023-09-18,NEPSE,1965.45,1974.98,1952.88,1969.18,0.21 %,"870,444,156.82"
2023-09-17,NEPSE,2009.99,2010.86,1961.05,1964.91,-2.09 %,"2,028,465,610.94"
2023-09-13,NEPSE,1967.26,2007.48,1967.25,2007.06,2.00 %,"1,495,521,905.77"
2023-09-12,NEPSE,1987.17,1998.54,1962.71,1967.57,-0.97 %,"1,135,057,515.51"
2023-09-11,NEPSE,1942.98,1986.99,1941.86,1986.99,2.28 %,"1,518,343,397.24"
2023-09-10,NEPSE,1933.25,1946.75,1933.06,1942.68,0.52 %,"1,072,212,418.60"
2023-09-07,NEPSE,1960.72,1960.78,1929.66,1932.45,-1.47 %,"1,150,920,607.60"
2023-09-05,NEPSE,1966.8,1974.11,1954.19,1961.37,-0.32 %,"796,870,408.05"
2023-09-04,NEPSE,1960.79,1977.96,1946.62,1967.83,0.35 %,"1,099,139,697.16"
2023-09-03,NEPSE,1990.82,1991.11,1958.83,1960.78,-1.49 %,"1,186,618,410.87"
