Date,Symbol,Open,High,Low,Close,Percent Change,Volume
2023-03-30,NEPSE,1920.01,1932.68,1905.12,1908.55,-0.57 %,"899,532,139.40"
2023-03-29,NEPSE,1920.09,1922.04,1901.62,1919.42,0.05 %,"816,219,129.76"
2023-03-28,NEPSE,1910.35,1936.48,1906.4,1918.1,0.63 %,"1,443,713,878.31"
2023-03-27,NEPSE,1885.65,1907.04,1864.91,1906.0,0.94 %,"1,382,767,991.84"
2023-03-26,NEPSE,1915.32,1915.41,1881.07,1888.27,-1.40 %,"1,289,371,531.03"
2023-03-23,NEPSE,1933.11,1933.56,1905.96,1915.14,-0.94 %,"1,413,172,802.50"
2023-03-22,NEPSE,1952.19,1962.94,1929.49,1933.29,-0.81 %,"1,333,719,929.67"
2023-03-20,NEPSE,1926.28,1949.17,1925.41,1949.06,1.18 %,"1,298,583,988.29"
2023-03-19,NEPSE,1933.23,1939.43,1922.22,1926.4,-0.36 %,"1,069,804,825.13"
2023-03-16,NEPSE,1938.62,1946.77,1919.93,1933.31,-0.27 %,"1,141,455,062.50"
2023-03-15,NEPSE,1953.96,1956.37,1926.57,1938.62,-0.74 %,"1,202,141,882.65"
2023-03-14,NEPSE,1950.41,1965.19,1939.32,1953.06,0.09 %,"1,135,925,357.91"
2023-03-13,NEPSE,1975.43,1977.52,1944.42,1951.21,-1.25 %,"1,162,503,515.16"
2023-03-12,NEPSE,2008.26,2017.3,1970.67,1975.89,-1.34 %,"1,666,931,510.75"
2023-03-09,NEPSE,1955.57,2002.99,1955.55,2002.7,2.56 %,"1,565,558,802.91"
2023-03-07,NEPSE,1937.43,1964.08,1937.43,1952.66,0.74 %,"1,204,409,411.62"
2023-03-05,NEPSE,1967.4925,1975.93,1935.21,1938.25,-1.56 %,"1,392,354,893.48"
2023-03-02,NEPSE,1995.3373,1996.4712,1966.9105,1967.4503,-1.41 %,"28,656,085.50"
2023-03-01,NEPSE,2020.72,2024.7,1994.46,1995.49,-1.21 %,"1,288,363,424.63"
