SN,open,high,low,close,change,pct_change,turnover,date
910,"1,155.05","1,166.15","1,153.14","1,161.47",10.11,0.88,"551,377,852.00",11/12/2019
911,"1,149.09","1,158.11","1,147.43","1,151.36",2.47,0.21,"500,328,915.00",10/12/2019
912,"1,135.36","1,155.06","1,132.88","1,148.89",13.52,1.19,"464,220,392.00",09/12/2019
913,"1,131.92","1,135.37","1,125.81","1,135.37",3.45,0.3,"287,527,825.00",08/12/2019
914,"1,124.47","1,134.93","1,124.44","1,131.92",7.45,0.66,"358,839,860.00",05/12/2019
915,"1,116.12","1,128.00","1,116.12","1,124.47",8.73,0.78,"308,214,465.00",04/12/2019
916,"1,112.06","1,117.82","1,111.19","1,115.74",3.75,0.34,"266,801,558.00",03/12/2019
917,"1,112.87","1,113.73","1,110.98","1,111.99",-0.86,-0.08,"232,259,331.00",02/12/2019
918,"1,112.79","1,114.31","1,109.97","1,112.85",0.06,0.01,"206,314,323.00",01/12/2019
919,"1,117.64","1,119.63","1,112.79","1,112.79",-4.67,-0.42,"243,391,320.00",28/11/2019
920,"1,109.09","1,117.46","1,108.02","1,117.46",7.38,0.66,"212,363,736.00",27/11/2019
921,"1,110.08","1,111.76","1,107.57","1,109.16",-0.92,-0.08,"295,869,180.00",26/11/2019
922,"1,110.11","1,112.15","1,102.46","1,110.08",0,0,"288,858,484.00",25/11/2019
923,"1,120.62","1,121.94","1,108.76","1,110.08",-10.52,-0.94,"280,534,415.00",24/11/2019
924,"1,128.34","1,128.69","1,118.10","1,120.60",-7.74,-0.69,"297,797,071.00",21/11/2019
925,"1,130.01","1,139.74","1,127.63","1,128.34",-1.65,-0.15,"303,724,204.00",20/11/2019
926,"1,131.13","1,132.40","1,127.91","1,129.99",-1.13,-0.1,"259,330,595.00",19/11/2019
927,"1,131.40","1,133.43","1,128.00","1,131.12",-0.24,-0.02,"356,861,857.00",18/11/2019
928,"1,135.73","1,137.25","1,129.15","1,131.36",-4.59,-0.4,"355,159,768.00",17/11/2019
929,"1,135.15","1,139.41","1,133.67","1,135.95",0.79,0.07,"228,357,493.00",14/11/2019
930,"1,140.65","1,140.65","1,133.49","1,135.16",-4.8,-0.42,"275,427,886.00",13/11/2019
931,"1,146.14","1,147.06","1,138.57","1,139.96",-5.61,-0.49,"379,849,435.00",12/11/2019
932,"1,132.70","1,147.74","1,132.70","1,145.57",13.77,1.22,"549,998,241.00",11/11/2019
933,"1,132.47","1,135.90","1,129.89","1,131.80",-0.17,-0.02,"293,149,044.00",10/11/2019
934,"1,138.27","1,139.36","1,131.33","1,131.97",-6.05,-0.53,"374,150,571.00",07/11/2019
935,"1,139.49","1,141.08","1,136.74","1,138.02",-1.43,-0.13,"206,253,847.00",06/11/2019
936,"1,140.21","1,141.86","1,138.66","1,139.45",-0.81,-0.07,"284,472,501.00",05/11/2019
937,"1,139.57","1,141.13","1,135.96","1,140.26",0.97,0.09,"191,854,333.00",04/11/2019
938,"1,145.83","1,146.88","1,136.39","1,139.29",-6.88,-0.6,"175,544,472.00",03/11/2019
939,"1,149.74","1,151.48","1,143.07","1,146.17",-3.17,-0.28,"254,312,462.00",31/10/2019
940,"1,142.41","1,150.47","1,141.39","1,149.34",6.74,0.59,"327,632,258.00",24/10/2019
941,"1,135.40","1,142.82","1,135.40","1,142.60",7.81,0.69,"163,757,847.00",23/10/2019
942,"1,132.45","1,134.81","1,130.21","1,134.79",2.39,0.21,"165,296,005.00",22/10/2019
943,"1,133.73","1,135.84","1,130.14","1,132.40",-1.31,-0.12,"164,349,536.00",21/10/2019
944,"1,137.69","1,138.99","1,132.58","1,133.71",-4.04,-0.36,"113,359,956.00",20/10/2019
945,"1,137.03","1,140.38","1,135.87","1,137.75",0.72,0.06,"182,994,905.00",17/10/2019
946,"1,142.39","1,142.71","1,136.00","1,137.03",-5.01,-0.44,"196,618,963.00",16/10/2019
947,"1,138.38","1,142.04","1,135.86","1,142.04",5.08,0.45,"222,452,078.00",15/10/2019
948,"1,149.01","1,151.52","1,135.04","1,136.96",-12.05,-1.05,"218,635,691.00",14/10/2019
949,"1,149.03","1,151.81","1,148.13","1,149.01",-0.39,-0.03,"63,845,411.00",10/10/2019
950,"1,142.44","1,149.40","1,138.58","1,149.40",8.69,0.76,"176,633,514.00",03/10/2019
951,"1,145.69","1,149.70","1,140.07","1,140.71",-4.98,-0.43,"203,287,237.00",02/10/2019
952,"1,135.05","1,146.11","1,134.82","1,145.69",10.13,0.89,"311,488,652.00",01/10/2019
953,"1,125.49","1,135.56","1,121.09","1,135.56",10.42,0.93,"168,828,923.00",30/09/2019
954,"1,129.81","1,131.87","1,123.66","1,125.14",-4.66,-0.41,"241,498,554.00",29/09/2019
955,"1,131.52","1,133.80","1,128.61","1,129.80",-1.73,-0.15,"212,541,352.00",26/09/2019
956,"1,134.56","1,135.26","1,130.88","1,131.53",-3.03,-0.27,"166,921,799.00",25/09/2019
957,"1,140.99","1,141.62","1,132.72","1,134.56",-6.42,-0.56,"218,278,449.00",24/09/2019
958,"1,139.92","1,147.85","1,137.87","1,140.98",1.73,0.15,"177,279,039.00",23/09/2019
959,"1,155.30","1,157.79","1,135.18","1,139.25",-16.05,-1.39,"226,950,238.00",22/09/2019
960,"1,173.44","1,178.28","1,155.30","1,155.30",-16.85,-1.44,"399,930,871.00",19/09/2019
961,"1,150.65","1,173.14","1,150.65","1,172.15",21.41,1.86,"455,311,885.00",18/09/2019
962,"1,127.26","1,152.51","1,127.26","1,150.74",26.91,2.39,"383,957,426.00",17/09/2019
963,"1,140.49","1,140.55","1,122.02","1,123.83",-16.18,-1.42,"343,918,221.00",16/09/2019
964,"1,157.68","1,160.55","1,140.01","1,140.01",-17.87,-1.54,"288,099,912.00",15/09/2019
965,"1,163.71","1,164.09","1,156.37","1,157.88",-5.33,-0.46,"376,184,491.00",12/09/2019
966,"1,166.68","1,168.06","1,161.95","1,163.21",-3.46,-0.3,"341,745,136.00",11/09/2019
967,"1,168.91","1,172.82","1,161.20","1,166.67",-2.24,-0.19,"237,959,653.00",10/09/2019
968,"1,178.47","1,180.28","1,166.09","1,168.91",-9.55,-0.81,"299,200,764.00",09/09/2019
969,"1,192.07","1,192.33","1,176.41","1,178.46",-12.61,-1.06,"305,310,719.00",08/09/2019
970,"1,195.89","1,196.92","1,189.05","1,191.07",-3.7,-0.31,"290,177,357.00",05/09/2019
971,"1,192.21","1,198.48","1,183.40","1,194.77",3.87,0.32,"436,444,688.00",04/09/2019
972,"1,170.87","1,190.90","1,156.72","1,190.90",20.56,1.76,"510,552,041.00",03/09/2019
973,"1,184.93","1,190.88","1,167.81","1,170.34",-14.44,-1.22,"407,569,712.00",02/09/2019
974,"1,196.60","1,198.51","1,184.06","1,184.78",-11.63,-0.97,"297,398,003.00",01/09/2019
975,"1,198.49","1,201.23","1,194.09","1,196.41",-1.34,-0.11,"277,359,659.00",29/08/2019
976,"1,209.70","1,213.46","1,197.32","1,197.75",-10.25,-0.85,"371,022,592.00",28/08/2019
977,"1,203.42","1,212.30","1,203.40","1,208.00",4.87,0.4,"244,668,209.00",27/08/2019
978,"1,209.70","1,210.24","1,199.31","1,203.13",-6.49,-0.54,"380,596,571.00",26/08/2019
979,"1,212.76","1,213.23","1,201.71","1,209.62",-3.44,-0.28,"350,269,509.00",25/08/2019
980,"1,214.37","1,220.90","1,212.43","1,213.06",-0.99,-0.08,"261,670,203.00",22/08/2019
981,"1,213.96","1,216.30","1,209.77","1,214.05",0.42,0.03,"292,641,728.00",21/08/2019
982,"1,222.04","1,222.87","1,212.10","1,213.63",-8.43,-0.69,"272,509,024.00",20/08/2019
983,"1,214.96","1,229.50","1,210.80","1,222.06",7.23,0.6,"389,625,280.00",19/08/2019
984,"1,224.03","1,226.07","1,214.33","1,214.83",-9.2,-0.75,"329,527,904.00",18/08/2019
985,"1,225.11","1,226.06","1,221.80","1,224.03",-1.87,-0.15,"424,323,136.00",15/08/2019
986,"1,230.97","1,231.49","1,224.43","1,225.90",-5.17,-0.42,"257,285,008.00",14/08/2019
987,"1,234.59","1,236.47","1,229.06","1,231.07",-2.78,-0.23,"481,629,760.00",13/08/2019
988,"1,234.68","1,236.82","1,232.11","1,233.85",0.14,0.01,"314,228,928.00",12/08/2019
989,"1,236.62","1,237.97","1,229.69","1,233.71",-4.85,-0.39,"311,756,864.00",11/08/2019
990,"1,248.91","1,248.91","1,237.70","1,238.56",-9.92,-0.79,"454,629,568.00",08/08/2019
991,"1,245.20","1,249.98","1,239.55","1,248.48",2.75,0.22,"368,645,664.00",07/08/2019
992,"1,255.74","1,255.74","1,243.74","1,245.73",-9.36,-0.75,"450,755,168.00",06/08/2019
993,"1,260.30","1,261.63","1,253.50","1,255.09",-4.55,-0.36,"443,205,472.00",05/08/2019
994,"1,263.87","1,266.37","1,258.27","1,259.64",-4.2,-0.33,"474,151,744.00",04/08/2019
995,"1,265.52","1,270.88","1,262.55","1,263.84",-1.73,-0.14,"590,588,224.00",01/08/2019
996,"1,259.53","1,267.73","1,257.91","1,265.57",6.2,0.49,"370,002,048.00",31/07/2019
997,"1,256.01","1,262.16","1,256.01","1,259.37",3.39,0.27,"294,305,024.00",30/07/2019
998,"1,252.72","1,259.69","1,252.72","1,255.98",3.18,0.25,"350,812,576.00",29/07/2019
999,"1,266.63","1,266.63","1,250.18","1,252.80",-17.12,-1.35,"492,673,664.00",28/07/2019
1000,"1,284.41","1,284.41","1,269.35","1,269.92",-14.15,-1.1,"550,532,160.00",25/07/2019
1001,"1,277.48","1,284.99","1,276.07","1,284.07",6.9,0.54,"443,481,376.00",24/07/2019
1002,"1,271.24","1,279.42","1,271.22","1,277.17",5.94,0.47,"368,980,864.00",23/07/2019
1003,"1,268.77","1,272.38","1,267.92","1,271.23",2.49,0.2,"316,643,424.00",22/07/2019
1004,"1,276.29","1,276.31","1,265.60","1,268.74",-3.75,-0.29,"298,157,120.00",21/07/2019
1005,"1,275.71","1,283.63","1,272.49","1,272.49",-2.37,-0.19,"411,369,312.00",18/07/2019
1006,"1,258.94","1,274.86","1,258.81","1,274.86",15.85,1.26,"426,743,456.00",17/07/2019
1007,"1,285.48","1,285.50","1,256.46","1,259.01",4.45,0.35,"347,289,280.00",16/07/2019
1008,"1,250.09","1,254.56","1,249.17","1,254.56",5.07,0.41,"430,525,920.00",15/07/2019
1009,"1,248.94","1,253.09","1,248.59","1,249.49",0.96,0.08,"285,214,560.00",14/07/2019
1010,"1,249.46","1,251.09","1,247.63","1,248.53",-0.62,-0.05,"460,036,576.00",11/07/2019
1011,"1,250.43","1,251.89","1,246.15","1,249.15",-1.12,-0.09,"573,447,488.00",10/07/2019
1012,"1,247.41","1,252.20","1,244.36","1,250.27",2.92,0.23,"468,263,776.00",09/07/2019
1013,"1,256.15","1,257.57","1,245.62","1,247.35",-8.69,-0.69,"591,053,824.00",08/07/2019
1014,"1,262.98","1,263.82","1,255.01","1,256.04",-4.43,-0.35,"540,529,472.00",07/07/2019
1015,"1,269.48","1,272.79","1,258.87","1,260.47",-8.21,-0.65,"670,169,920.00",04/07/2019
1016,"1,253.52","1,270.04","1,249.50","1,268.68",15.62,1.25,"550,247,808.00",03/07/2019
1017,"1,242.83","1,253.06","1,238.77","1,253.06",11.45,0.92,"429,477,280.00",02/07/2019
1018,"1,245.58","1,245.68","1,237.43","1,241.61",-3.28,-0.26,"364,343,808.00",01/07/2019
1019,"1,258.31","1,258.85","1,244.81","1,244.89",-12.26,-0.98,"645,099,008.00",30/06/2019
1020,"1,259.16","1,260.43","1,256.63","1,257.15",-1.14,-0.09,"627,908,800.00",27/06/2019
1021,"1,261.10","1,261.49","1,255.45","1,258.29",-2.78,-0.22,"570,123,456.00",26/06/2019
1022,"1,260.23","1,264.52","1,259.35","1,261.07",0.97,0.08,"364,773,344.00",25/06/2019
1023,"1,254.67","1,260.10","1,253.01","1,260.10",5.75,0.46,"481,492,832.00",24/06/2019
1024,"1,264.53","1,264.53","1,253.43","1,254.35",-10.01,-0.79,"481,859,744.00",23/06/2019
1025,"1,258.90","1,266.33","1,257.93","1,264.36",5.9,0.47,"375,315,200.00",20/06/2019
1026,"1,258.25","1,262.11","1,256.72","1,258.46",-0.2,-0.02,"304,189,632.00",19/06/2019
1027,"1,261.04","1,263.56","1,258.36","1,258.66",-2.24,-0.18,"359,411,296.00",18/06/2019
1028,"1,259.38","1,264.97","1,254.52","1,260.90",2.63,0.21,"403,538,144.00",17/06/2019
1029,"1,271.18","1,271.27","1,256.85","1,258.27",-11.28,-0.89,"472,520,800.00",16/06/2019
1030,"1,272.91","1,274.83","1,264.46","1,269.55",-2.94,-0.23,"418,750,016.00",13/06/2019
1031,"1,276.09","1,277.04","1,267.17","1,272.49",-3.5,-0.27,"399,464,992.00",12/06/2019
1032,"1,276.26","1,281.32","1,274.82","1,275.99",0.17,0.01,"459,071,008.00",11/06/2019
1033,"1,285.49","1,289.54","1,274.62","1,275.82",-8.77,-0.68,"553,347,008.00",10/06/2019
1034,"1,296.50","1,296.80","1,284.59","1,284.59",-4.69,-0.36,"579,563,008.00",06/06/2019
1035,"1,292.86","1,297.91","1,286.37","1,289.28",-3.56,-0.28,"694,590,976.00",04/06/2019
1036,"1,306.88","1,308.63","1,291.02","1,292.84",-12.84,-0.98,"664,590,016.00",03/06/2019
1037,"1,317.91","1,317.91","1,304.53","1,305.68",-13.79,-1.05,"735,995,008.00",02/06/2019
1038,"1,328.62","1,349.38","1,317.67","1,319.47",5.59,0.43,"1,504,460,032.00",30/05/2019
1039,"1,307.30","1,315.16","1,307.13","1,313.88",8.39,0.64,"884,201,024.00",29/05/2019
1040,"1,304.22","1,307.08","1,300.45","1,305.49",2.53,0.19,"749,068,992.00",28/05/2019
1041,"1,302.98","1,309.90","1,298.36","1,302.96",0.35,0.03,"499,910,016.00",27/05/2019
1042,"1,315.97","1,317.86","1,301.32","1,302.61",-11.94,-0.91,"603,897,024.00",26/05/2019
1043,"1,321.69","1,324.15","1,309.12","1,314.55",-5.08,-0.38,"913,235,968.00",23/05/2019
1044,"1,314.94","1,322.47","1,314.82","1,319.63",7.49,0.57,"918,484,992.00",22/05/2019
1045,"1,308.40","1,317.79","1,304.59","1,312.14",4.43,0.34,"796,716,992.00",21/05/2019
1046,"1,319.21","1,322.85","1,305.43","1,307.71",-9.13,-0.69,"1,164,889,984.00",20/05/2019
1047,"1,319.33","1,322.09","1,312.81","1,316.84",-1.87,-0.14,"1,055,840,000.00",19/05/2019
1048,"1,322.68","1,326.69","1,313.93","1,318.71",-2.29,-0.17,"881,396,992.00",16/05/2019
1049,"1,316.79","1,334.06","1,316.21","1,321.00",5.55,0.42,"1,302,630,016.00",15/05/2019
1050,"1,307.84","1,321.00","1,307.84","1,315.45",14.11,1.08,"1,007,529,984.00",14/05/2019
1051,"1,295.99","1,301.68","1,295.99","1,301.34",6.31,0.49,"775,121,984.00",13/05/2019
1052,"1,292.12","1,295.03","1,284.17","1,295.03",3.07,0.24,"672,155,008.00",12/05/2019
1053,"1,297.57","1,302.62","1,290.11","1,291.96",-5.64,-0.43,"605,086,976.00",09/05/2019
1054,"1,301.39","1,304.15","1,295.32","1,297.60",-3.68,-0.28,"494,902,016.00",08/05/2019
1055,"1,298.35","1,311.18","1,295.73","1,301.28",1.87,0.14,"699,849,024.00",07/05/2019
1056,"1,278.00","1,299.41","1,270.06","1,299.41",21.73,1.7,"619,564,992.00",06/05/2019
1057,"1,293.71","1,293.71","1,276.73","1,277.68",-16.71,-1.29,"628,641,024.00",05/05/2019
1058,"1,298.80","1,300.43","1,282.95","1,294.39",-4.21,-0.32,"573,145,024.00",02/05/2019
1059,"1,310.65","1,316.53","1,296.07","1,298.60",-11.71,-0.89,"913,017,984.00",30/04/2019
1060,"1,318.44","1,322.95","1,299.09","1,310.31",-4.2,-0.32,"1,160,230,016.00",29/04/2019
1061,"1,293.77","1,322.88","1,293.77","1,314.51",22.39,1.73,"1,616,089,984.00",28/04/2019
1062,"1,279.67","1,296.92","1,279.67","1,292.12",12.83,1,"1,335,980,032.00",25/04/2019
1063,"1,265.11","1,280.84","1,261.69","1,279.29",18.61,1.48,"921,345,984.00",24/04/2019
1064,"1,256.61","1,268.32","1,248.50","1,260.68",3.74,0.3,"561,851,008.00",23/04/2019
1065,"1,264.77","1,280.08","1,247.65","1,256.94",-7.26,-0.57,"1,000,550,016.00",22/04/2019
1066,"1,232.53","1,264.20","1,230.22","1,264.20",31.94,2.59,"1,004,000,000.00",21/04/2019
1067,"1,217.11","1,232.26","1,214.95","1,232.26",15.22,1.25,"732,081,024.00",18/04/2019
1068,"1,212.34","1,223.42","1,210.35","1,217.04",4.99,0.41,"803,244,992.00",17/04/2019
1069,"1,187.73","1,212.05","1,187.73","1,212.05",23.34,1.96,"723,990,016.00",16/04/2019
1070,"1,184.22","1,188.71","1,181.95","1,188.71",4.69,0.4,"289,871,008.00",15/04/2019
1071,"1,184.29","1,189.98","1,180.18","1,184.02",-0.59,-0.05,"387,624,000.00",11/04/2019
1072,"1,181.72","1,187.98","1,174.88","1,184.61",3.51,0.3,"358,990,016.00",10/04/2019
1073,"1,191.78","1,194.62","1,180.00","1,181.10",-10.58,-0.89,"622,529,984.00",09/04/2019
1074,"1,183.46","1,197.88","1,179.47","1,191.68",9.32,0.79,"864,142,976.00",08/04/2019
1075,"1,164.94","1,182.36","1,161.66","1,182.36",17.16,1.47,"518,228,000.00",07/04/2019
1076,"1,165.85","1,169.87","1,159.90","1,165.20",-0.64,-0.05,"386,452,000.00",04/04/2019
1077,"1,163.71","1,172.40","1,158.79","1,165.84",2.01,0.17,"524,422,016.00",03/04/2019
1078,"1,153.89","1,164.41","1,153.89","1,163.82",14.07,1.22,"472,344,992.00",02/04/2019
1079,"1,142.65","1,152.05","1,142.06","1,149.99",6.43,0.56,"326,448,992.00",01/04/2019
1080,"1,145.95","1,149.81","1,139.68","1,143.09",-1.44,-0.13,"241,951,008.00",31/03/2019
1081,"1,142.00","1,144.53","1,140.56","1,144.53",1.92,0.17,"215,416,992.00",28/03/2019
1082,"1,140.69","1,142.81","1,140.16","1,142.61",1.89,0.17,"208,898,000.00",27/03/2019
1083,"1,285.49","1,289.54","1,274.62","1,275.82",-8.77,-0.68,"553,347,008.00",10/06/2019
1084,"1,296.50","1,296.80","1,284.59","1,284.59",-4.69,-0.36,"579,563,008.00",06/06/2019
1085,"1,292.86","1,297.91","1,286.37","1,289.28",-3.56,-0.28,"694,590,976.00",04/06/2019
1086,"1,306.88","1,308.63","1,291.02","1,292.84",-12.84,-0.98,"664,590,016.00",03/06/2019
1087,"1,317.91","1,317.91","1,304.53","1,305.68",-13.79,-1.05,"735,995,008.00",02/06/2019
1088,"1,328.62","1,349.38","1,317.67","1,319.47",5.59,0.43,"1,504,460,032.00",30/05/2019
1089,"1,307.30","1,315.16","1,307.13","1,313.88",8.39,0.64,"884,201,024.00",29/05/2019
1090,"1,304.22","1,307.08","1,300.45","1,305.49",2.53,0.19,"749,068,992.00",28/05/2019
1091,"1,302.98","1,309.90","1,298.36","1,302.96",0.35,0.03,"499,910,016.00",27/05/2019
1092,"1,315.97","1,317.86","1,301.32","1,302.61",-11.94,-0.91,"603,897,024.00",26/05/2019
1093,"1,321.69","1,324.15","1,309.12","1,314.55",-5.08,-0.38,"913,235,968.00",23/05/2019
1094,"1,314.94","1,322.47","1,314.82","1,319.63",7.49,0.57,"918,484,992.00",22/05/2019
1095,"1,308.40","1,317.79","1,304.59","1,312.14",4.43,0.34,"796,716,992.00",21/05/2019
1096,"1,319.21","1,322.85","1,305.43","1,307.71",-9.13,-0.69,"1,164,889,984.00",20/05/2019
1097,"1,319.33","1,322.09","1,312.81","1,316.84",-1.87,-0.14,"1,055,840,000.00",19/05/2019
1098,"1,322.68","1,326.69","1,313.93","1,318.71",-2.29,-0.17,"881,396,992.00",16/05/2019
1099,"1,316.79","1,334.06","1,316.21","1,321.00",5.55,0.42,"1,302,630,016.00",15/05/2019
1100,"1,307.84","1,321.00","1,307.84","1,315.45",14.11,1.08,"1,007,529,984.00",14/05/2019
1101,"1,295.99","1,301.68","1,295.99","1,301.34",6.31,0.49,"775,121,984.00",13/05/2019
1102,"1,292.12","1,295.03","1,284.17","1,295.03",3.07,0.24,"672,155,008.00",12/05/2019
1103,"1,297.57","1,302.62","1,290.11","1,291.96",-5.64,-0.43,"605,086,976.00",09/05/2019
1104,"1,301.39","1,304.15","1,295.32","1,297.60",-3.68,-0.28,"494,902,016.00",08/05/2019
1105,"1,298.35","1,311.18","1,295.73","1,301.28",1.87,0.14,"699,849,024.00",07/05/2019
1106,"1,278.00","1,299.41","1,270.06","1,299.41",21.73,1.7,"619,564,992.00",06/05/2019
1107,"1,293.71","1,293.71","1,276.73","1,277.68",-16.71,-1.29,"628,641,024.00",05/05/2019
1108,"1,298.80","1,300.43","1,282.95","1,294.39",-4.21,-0.32,"573,145,024.00",02/05/2019
1109,"1,310.65","1,316.53","1,296.07","1,298.60",-11.71,-0.89,"913,017,984.00",30/04/2019
1110,"1,318.44","1,322.95","1,299.09","1,310.31",-4.2,-0.32,"1,160,230,016.00",29/04/2019
1111,"1,293.77","1,322.88","1,293.77","1,314.51",22.39,1.73,"1,616,089,984.00",28/04/2019
1112,"1,279.67","1,296.92","1,279.67","1,292.12",12.83,1,"1,335,980,032.00",25/04/2019
1113,"1,265.11","1,280.84","1,261.69","1,279.29",18.61,1.48,"921,345,984.00",24/04/2019
1114,"1,256.61","1,268.32","1,248.50","1,260.68",3.74,0.3,"561,851,008.00",23/04/2019
1115,"1,264.77","1,280.08","1,247.65","1,256.94",-7.26,-0.57,"1,000,550,016.00",22/04/2019
1116,"1,232.53","1,264.20","1,230.22","1,264.20",31.94,2.59,"1,004,000,000.00",21/04/2019
1117,"1,217.11","1,232.26","1,214.95","1,232.26",15.22,1.25,"732,081,024.00",18/04/2019
1118,"1,212.34","1,223.42","1,210.35","1,217.04",4.99,0.41,"803,244,992.00",17/04/2019
1119,"1,187.73","1,212.05","1,187.73","1,212.05",23.34,1.96,"723,990,016.00",16/04/2019
1120,"1,184.22","1,188.71","1,181.95","1,188.71",4.69,0.4,"289,871,008.00",15/04/2019
1121,"1,184.29","1,189.98","1,180.18","1,184.02",-0.59,-0.05,"387,624,000.00",11/04/2019
1122,"1,181.72","1,187.98","1,174.88","1,184.61",3.51,0.3,"358,990,016.00",10/04/2019
1123,"1,191.78","1,194.62","1,180.00","1,181.10",-10.58,-0.89,"622,529,984.00",09/04/2019
1124,"1,183.46","1,197.88","1,179.47","1,191.68",9.32,0.79,"864,142,976.00",08/04/2019
1125,"1,164.94","1,182.36","1,161.66","1,182.36",17.16,1.47,"518,228,000.00",07/04/2019
1126,"1,165.85","1,169.87","1,159.90","1,165.20",-0.64,-0.05,"386,452,000.00",04/04/2019
1127,"1,163.71","1,172.40","1,158.79","1,165.84",2.01,0.17,"524,422,016.00",03/04/2019
1128,"1,153.89","1,164.41","1,153.89","1,163.82",14.07,1.22,"472,344,992.00",02/04/2019
1129,"1,142.65","1,152.05","1,142.06","1,149.99",6.43,0.56,"326,448,992.00",01/04/2019
1130,"1,145.95","1,149.81","1,139.68","1,143.09",-1.44,-0.13,"241,951,008.00",31/03/2019
1131,"1,142.00","1,144.53","1,140.56","1,144.53",1.92,0.17,"215,416,992.00",28/03/2019
1132,"1,140.69","1,142.81","1,140.16","1,142.61",1.89,0.17,"208,898,000.00",27/03/2019
1133,"1,179.36","1,183.19","1,179.36","1,180.84",1.48,0.13,"344,812,992.00",10/01/2019
1134,"1,177.87","1,177.07","1,183.12","1,179.36",2.29,0.19,"275,980,992.00",09/01/2019
1135,"1,177.87","1,180.85","1,177.15","1,177.07",-0.4,-0.03,"332,627,008.00",08/01/2019
1136,"1,170.72","1,181.17","1,170.36","1,177.46",6.67,0.57,"322,203,008.00",07/01/2019
1137,"1,178.25","1,181.58","1,170.11","1,170.79",-8.08,-0.69,"298,870,016.00",06/01/2019
1138,"1,180.47","1,184.95","1,178.06","1,178.87",-1.56,-0.13,"262,468,000.00",03/01/2019
1139,"1,185.91","1,186.90","1,180.43","1,180.43",-5.42,-0.46,"246,231,008.00",02/01/2019
1140,"1,187.30","1,196.18","1,183.84","1,185.91",-2.28,-0.19,"227,166,000.00",01/01/2019
1141,"1,204.68","1,207.25","1,188.19","1,188.19",-16.35,-1.36,"390,624,000.00",31/12/2018
1142,"1,215.14","1,219.29","1,204.24","1,204.54",-10.62,-0.87,"433,888,992.00",30/12/2018
1143,"1,216.57","1,232.74","1,211.72","1,215.16",-1.11,-0.09,"1,097,720,064.00",27/12/2018
1144,"1,186.11","1,216.27","1,184.30","1,216.27",30.24,2.55,"679,681,024.00",26/12/2018
1145,"1,192.61","1,192.95","1,182.41","1,186.03",-5.71,-0.48,"337,190,016.00",25/12/2018
1146,"1,198.26","1,207.88","1,190.86","1,191.74",-6.44,-0.54,"695,494,976.00",24/12/2018
1147,"1,166.33","1,198.18","1,166.33","1,198.18",32.21,2.76,"756,868,992.00",23/12/2018
1148,"1,162.65","1,173.80","1,162.65","1,165.97",3.27,0.28,"393,798,016.00",20/12/2018
1149,"1,168.29","1,171.58","1,158.88","1,162.70",-5.47,-0.47,"342,703,008.00",19/12/2018
1150,"1,183.12","1,185.36","1,165.59","1,168.17",-14.61,-1.24,"512,580,992.00",18/12/2018
1151,"1,167.55","1,182.81","1,166.06","1,182.78",15.11,1.29,"360,561,984.00",17/12/2018
1152,"1,149.23","1,168.59","1,149.23","1,167.67",18.89,1.64,"437,036,992.00",16/12/2018
1153,"1,141.25","1,153.17","1,140.54","1,148.78",7.6,0.67,"298,800,000.00",13/12/2018
1154,"1,140.83","1,143.70","1,137.67","1,141.18",0.08,0.01,"208,110,000.00",12/12/2018
1155,"1,143.85","1,145.75","1,139.95","1,141.10",-3.09,-0.27,"370,360,992.00",11/12/2018
1156,"1,131.43","1,145.61","1,131.43","1,144.19",12.49,1.1,"386,500,000.00",10/12/2018
1157,"1,121.16","1,128.45","1,121.10","1,131.70",10.86,0.97,"218,708,992.00",09/12/2018
1158,"1,117.97","1,126.00","1,109.32","1,120.84",2.71,0.24,"338,912,992.00",06/12/2018
1159,"1,140.99","1,142.06","1,117.45","1,118.13",-23.82,-2.09,"329,556,992.00",05/12/2018
1160,"1,133.00","1,142.01","1,131.15","1,142.01",10.28,0.91,"363,332,992.00",04/12/2018
1161,"1,130.31","1,144.00","1,128.91","1,131.73",0.9,0.08,"622,254,976.00",03/12/2018
1162,"1,148.29","1,148.36","1,129.89","1,130.89",-17.47,-1.52,"451,952,000.00",02/12/2018
1163,"1,159.07","1,160.42","1,148.13","1,148.36",-10.72,-0.92,"314,926,016.00",29/11/2018
1164,"1,161.50","1,162.98","1,158.75","1,159.08",-2.41,-0.21,"396,228,000.00",28/11/2018
1165,"1,159.75","1,167.17","1,159.75","1,161.49",1.67,0.14,"218,848,992.00",27/11/2018
1166,"1,166.59","1,167.19","1,159.31","1,159.82",-6.81,-0.58,"293,713,984.00",26/11/2018
1167,"1,181.96","1,182.44","1,166.01","1,166.63",-14.62,-1.24,"244,220,992.00",25/11/2018
1168,"1,184.01","1,184.92","1,181.34","1,181.24",-1.31,-0.11,"248,907,008.00",22/11/2018
1169,"1,182.17","1,182.74","1,176.45","1,182.55",0.8,0.07,"227,711,008.00",21/11/2018
1170,"1,189.97","1,190.15","1,181.66","1,181.75",-8.45,-0.72,"171,414,000.00",20/11/2018
1171,"1,196.08","1,196.15","1,187.96","1,190.20",-5.25,-0.44,"207,570,000.00",19/11/2018
1172,"1,203.94","1,204.79","1,194.18","1,195.45",-9.57,-0.79,"319,399,008.00",18/11/2018
1173,"1,208.89","1,213.63","1,205.20","1,205.02",-3.88,-0.32,"236,074,000.00",15/11/2018
