Date,Symbol,Open,High,Low,Close,Percent Change,Volume
2022-03-31,NEPSE,2568.76,2584.54,2538.13,2544.3,-0.93 %,"1,890,164,686.40"
2022-03-30,NEPSE,2527.77,2568.25,2515.8,2568.25,1.61 %,"2,250,117,296.35"
2022-03-29,NEPSE,2542.65,2562.4,2519.89,2527.58,-0.56 %,"1,750,628,199.30"
2022-03-28,NEPSE,2574.12,2580.33,2537.87,2542.28,-1.17 %,"2,545,321,813.94"
2022-03-28,NEPSE,2574.12,2580.3,2538.42,2541.84,-1.18 %,0.00
2022-03-27,NEPSE,2623.2,2642.32,2567.75,2572.23,-1.59 %,"4,989,514,415.78"
2022-03-24,NEPSE,2630.93,2639.01,2611.18,2613.67,-0.63 %,"3,248,943,824.65"
2022-03-23,NEPSE,2651.41,2654.48,2622.69,2630.36,-0.77 %,"2,046,352,547.24"
2022-03-22,NEPSE,2634.42,2658.05,2634.41,2650.7,0.61 %,"2,518,894,178.30"
2022-03-21,NEPSE,2620.13,2634.66,2600.92,2634.65,0.69 %,"2,592,718,131.45"
2022-03-20,NEPSE,2634.11,2644.46,2607.74,2616.58,-0.56 %,"2,274,626,190.52"
2022-03-16,NEPSE,2653.57,2661.28,2625.96,2631.32,-0.74 %,"2,570,401,188.09"
2022-03-15,NEPSE,2673.55,2677.36,2637.15,2650.97,-0.64 %,"3,364,229,175.36"
2022-03-14,NEPSE,2677.97,2683.41,2650.23,2668.11,0.01 %,"1,342,232,838.50"
2022-03-13,NEPSE,2575.27,2667.97,2575.21,2667.97,3.94 %,"4,870,715,387.13"
2022-03-10,NEPSE,2512.04,2566.9,2498.45,2566.9,2.08 %,"2,780,216,427.20"
2022-03-09,NEPSE,2542.42,2557.55,2504.37,2514.58,-1.19 %,"2,352,317,142.04"
2022-03-07,NEPSE,2542.66,2566.63,2538.28,2544.93,0.06 %,"2,600,930,402.62"
2022-03-06,NEPSE,2542.57,2568.62,2527.97,2543.39,-0.14 %,"2,493,241,272.52"
2022-03-02,NEPSE,2612.51,2612.5,2542.1,2547.04,-2.43 %,"3,621,143,979.33"
